tool_long_description,tool,NUMBER_OF_SAMPLES,nb_of_found_PanVar,recall_PVR,recall_AvgAR
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,2,31227.000000000004,0.4929203958895677,0.6845985067323326
snippy_NC_011993.1,snippy,2,19445.0,0.30694069549020536,0.3492999321241969
snippy_NC_022648.1,snippy,2,21229.0,0.3351012612271313,0.41353727644393934
snippy_CP010121.1,snippy,2,18914.000000000004,0.29855882306514503,0.35568499313349433
snippy_NZ_LM995446.1,snippy,2,15115.0,0.2385913403103345,0.2785117835551136
snippy_NZ_LT632320.1,snippy,2,21026.0,0.3318968919196224,0.40818613755110417
snippy_NZ_CP018109.1,snippy,2,17363.0,0.2740761787501381,0.33707439503717385
snippy_NC_017646.1,snippy,2,21978.0,0.3469242790169058,0.4188015974491326
snippy_CP018206.1,snippy,2,18709.0,0.29532288361667536,0.3628750927372891
snippy_NZ_CP011134.1,snippy,2,18522.0,0.2923710754368518,0.3667897902164133
snippy_NZ_CP008697.1,snippy,2,21292.0,0.3360957206673928,0.412455999116036
snippy_CP010230.1,snippy,2,16060.999999999998,0.2535240169847358,0.2949992896718284
snippy_NC_010498.1,snippy,2,21202.0,0.3346750643241622,0.4042556550014996
snippy_NZ_CP015228.1,snippy,2,18991.0,0.29977427349213115,0.3752348029233951
snippy_NZ_CP009859.1,snippy,2,22000.0,0.3472715505674733,0.4307430032675096
snippy_NZ_HG941718.1,snippy,2,21301.0,0.33623778630171586,0.4112326561538097
snippy_CU928163.2,snippy,2,21356.0,0.3371059651781345,0.4058578396552541
snippy_NC_011742.1,snippy,2,22640.0,0.3573739956748907,0.4343577844075074
snippy_CP010171.1,snippy,2,17106.0,0.2700194156366908,0.31563037678963235
snippy_NC_007779.1,snippy,2,15474.000000000005,0.2442581806127765,0.2863885337248031
snippy_NZ_CP016007.1,snippy,2,21691.0,0.3423939637890483,0.3947767201780556
snippy_NZ_CP013483.1,snippy,2,16578.000000000004,0.2616848984230715,0.3216918438540828
snippy_CP010116.1,snippy,2,17217.0,0.2717715584600085,0.3324020141749933
snippy_CP010226.1,snippy,2,15409.0,0.24323215103155435,0.28289214061340784
snippy_CP010170.1,snippy,2,16480.0,0.26013796151599816,0.2994191094063235
samtools_NC_011993.1,samtools,2,20847.0,0.3290713643036416,0.3636485611908257
samtools_NC_022648.1,samtools,2,23872.0,0.3768212025066692,0.43904595034016825
samtools_CP010121.1,samtools,2,21180.000000000004,0.3343277927735948,0.3779024798345725
samtools_NZ_LM995446.1,samtools,2,16320.0,0.2576123502391438,0.2918501681110006
samtools_NZ_LT632320.1,samtools,2,23742.0,0.374769143344225,0.4341683635617433
samtools_NZ_CP018109.1,samtools,2,19495.0,0.30772994901422235,0.36091774399772697
samtools_NC_017646.1,samtools,2,24125.000000000004,0.3808148253381952,0.4398904516108664
samtools_CP018206.1,samtools,2,21653.0,0.34179413111079543,0.39331660115862416
samtools_NZ_CP011134.1,samtools,2,21274.000000000004,0.3358115893987467,0.3943031680636454
samtools_NZ_CP008697.1,samtools,2,23693.0,0.3739956748906884,0.4360388944136636
samtools_CP010230.1,samtools,2,17549.0,0.2770122018594813,0.3106975422645262
samtools_NC_010498.1,samtools,2,23450.0,0.3701599027639658,0.4272150400151537
samtools_NZ_CP015228.1,samtools,2,21922.000000000004,0.3460403150700068,0.4040741266909757
samtools_NZ_CP009859.1,samtools,2,25132.0,0.3967103913118972,0.4617054190146959
samtools_NZ_HG941718.1,samtools,2,23973.0,0.3784154946251835,0.4370017837129643
samtools_CU928163.2,samtools,2,23772.0,0.3752426954586352,0.4284936307240612
samtools_NC_011742.1,samtools,2,25466.0,0.40198260485233067,0.4617606667613771
samtools_CP010171.1,samtools,2,18640.0,0.2942337137535319,0.3327729633312813
samtools_NC_007779.1,samtools,2,16793.0,0.2650786885763445,0.3010449716657985
samtools_NZ_CP016007.1,samtools,2,23273.0,0.3673659452889457,0.4103329071364304
samtools_NZ_CP013483.1,samtools,2,18345.0,0.2895771179618317,0.3406654985714511
samtools_CP010116.1,samtools,2,19550.0,0.308598127890641,0.3557007782039747
samtools_CP010226.1,samtools,2,16814.0,0.2654101750564316,0.2991270856024372
samtools_CP010170.1,samtools,2,17871.0,0.28209499455415066,0.31478587551893417
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,3,25212.000000000004,0.5917337526697491,0.7526384553399599
snippy_NC_011993.1,snippy,3,15332.999999999998,0.3598704438237848,0.3977124259706921
snippy_NC_022648.1,snippy,3,19275.000000000004,0.4523904522731007,0.5182325283013048
snippy_CP010121.1,snippy,3,13910.999999999995,0.3264956462553101,0.3766517238951216
snippy_NZ_LM995446.1,snippy,3,12797.0,0.3003497077944939,0.3376675194216797
snippy_NZ_LT632320.1,snippy,3,19225.0,0.4512169361841951,0.5152283271137054
snippy_NZ_CP018109.1,snippy,3,13374.000000000005,0.3138920834604643,0.3712222561237801
snippy_NC_017646.1,snippy,3,16346.000000000002,0.3836458797850119,0.4473052158878501
snippy_CP018206.1,snippy,3,14150.0,0.33210505316027883,0.38963863527901066
snippy_NZ_CP011134.1,snippy,3,14272.999999999998,0.3349919027389865,0.4001611628761939
snippy_NZ_CP008697.1,snippy,3,16102.0,0.3779191212711526,0.4417192793046585
snippy_CP010230.1,snippy,3,13207.0,0.3099725397235196,0.34768152338034497
snippy_NC_010498.1,snippy,3,18913.0,0.4438941957894243,0.5030628769920532
snippy_NZ_CP015228.1,snippy,3,14551.0,0.3415166521933016,0.4038851205983293
snippy_NZ_CP009859.1,snippy,3,16781.0,0.3938554697584904,0.4619585201179828
snippy_NZ_HG941718.1,snippy,3,19442.0,0.4563099960100453,0.5185611128061991
snippy_CU928163.2,snippy,3,17620.0,0.413547069730326,0.4723636961062743
snippy_NC_011742.1,snippy,3,17215.0,0.4040415894101908,0.4693594949186886
snippy_CP010171.1,snippy,3,13799.999999999995,0.3238904405379397,0.3610987239968279
snippy_NC_007779.1,snippy,3,13047.000000000002,0.3062172882390218,0.3442705032819214
snippy_NZ_CP016007.1,snippy,3,19559.0,0.4590560236580843,0.5068728925606993
snippy_NZ_CP013483.1,snippy,3,13801.0,0.3239139108597179,0.3811814959982928
snippy_CP010116.1,snippy,3,12885.0,0.3024150961109677,0.3570148880074307
snippy_CP010226.1,snippy,3,12463.0,0.2925106203206046,0.32813074533917524
snippy_CP010170.1,snippy,3,13234.0,0.3106062384115286,0.3456396053856464
samtools_NC_011993.1,samtools,3,16359.999999999998,0.3839744642899054,0.4132497789878039
samtools_NC_022648.1,samtools,3,21022.0,0.4933931044194616,0.54190625953483
samtools_CP010121.1,samtools,3,15324.0,0.3596592109277818,0.3966797318124511
samtools_NZ_LM995446.1,samtools,3,13711.0,0.3218015818996878,0.35154630303313955
samtools_NZ_LT632320.1,samtools,3,21096.0,0.4951299082310418,0.5405762746340689
samtools_NZ_CP018109.1,samtools,3,14788.999999999998,0.3471025887764921,0.3916257891895577
samtools_NC_017646.1,samtools,3,17980.0,0.42199638557044616,0.4694924934087575
samtools_CP018206.1,samtools,3,15997.0,0.3754547374844509,0.4155576939626509
samtools_NZ_CP011134.1,samtools,3,16105.0,0.37798953223648696,0.42471894289670337
samtools_NZ_CP008697.1,samtools,3,17717.999999999996,0.4158471612645809,0.463241564375187
samtools_CP010230.1,samtools,3,14205.0,0.33339592085807496,0.3626008245906309
samtools_NC_010498.1,samtools,3,20633.0,0.4842631492477762,0.5269947817651367
samtools_NZ_CP015228.1,samtools,3,16223.999999999998,0.3807825005280822,0.4264009826241379
samtools_NZ_CP009859.1,samtools,3,18854.0,0.4425094468045157,0.4896300294943754
samtools_NZ_HG941718.1,samtools,3,21245.0,0.4986269861759805,0.5432988319603299
samtools_CU928163.2,samtools,3,19428.000000000004,0.4559814115051518,0.496358188404105
samtools_NC_011742.1,samtools,3,18970.0,0.4452320041307766,0.4927828760532464
samtools_CP010171.1,samtools,3,14840.0,0.3482995751871758,0.37729324602372794
samtools_NC_007779.1,samtools,3,14006.0,0.3287253268242308,0.35885339654672505
samtools_NZ_CP016007.1,samtools,3,20788.0,0.4879010491233835,0.5257195609485208
samtools_NZ_CP013483.1,samtools,3,15090.0,0.3541671556317037,0.3987451201289193
samtools_CP010116.1,samtools,3,14414.0,0.33830121810970026,0.37832594018196
samtools_CP010226.1,samtools,3,13481.0,0.3164034078907222,0.34411403447007144
samtools_CP010170.1,samtools,3,14317.000000000005,0.3360245968972235,0.3621235947144769
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,4,19187.0,0.6415340377156613,0.7788467968436539
snippy_NC_011993.1,snippy,4,11968.999999999998,0.4001939280460077,0.4375835896750033
snippy_NC_022648.1,snippy,4,12988.0,0.4342650795773706,0.5030343052026214
snippy_CP010121.1,snippy,4,11667.000000000002,0.3900962953056039,0.44325096964023
snippy_NZ_LM995446.1,snippy,4,9647.0,0.3225558379029022,0.358950782399358
snippy_NZ_LT632320.1,snippy,4,13004.0,0.43480005349739204,0.4982947706299318
snippy_NZ_CP018109.1,snippy,4,10274.0,0.3435201283937408,0.3988899291159556
snippy_NC_017646.1,snippy,4,13825.0,0.46225090276849,0.5234218269359369
snippy_CP018206.1,snippy,4,11929.0,0.39885649324595424,0.4626688511435068
snippy_NZ_CP011134.1,snippy,4,10995.999999999998,0.3676608265347064,0.43070415942222817
snippy_NZ_CP008697.1,snippy,4,12232.0,0.4089875618563595,0.4707854085863314
snippy_CP010230.1,snippy,4,11098.000000000002,0.3710712852748429,0.413125250769025
snippy_NC_010498.1,snippy,4,12442.000000000002,0.4160090945566404,0.4708188444563328
snippy_NZ_CP015228.1,snippy,4,11668.0,0.3901297311756052,0.4508827069680353
snippy_NZ_CP009859.1,snippy,4,13441.000000000002,0.4494115286879765,0.515873679283135
snippy_NZ_HG941718.1,snippy,4,13182.0,0.4407516383576301,0.5013039989300522
snippy_CU928163.2,snippy,4,12995.000000000002,0.43449913066738,0.4918082118496723
snippy_NC_011742.1,snippy,4,13936.999999999998,0.4659957202086398,0.5244834158084793
snippy_CP010171.1,snippy,4,11307.000000000002,0.3780593821051224,0.4152818643841113
snippy_NC_007779.1,snippy,4,9833.0,0.328774909723151,0.36555436672462216
snippy_NZ_CP016007.1,snippy,4,13228.999999999998,0.4423231242476929,0.4854553965494182
snippy_NZ_CP013483.1,snippy,4,9967.0,0.3332553163033302,0.38576635014043065
snippy_CP010116.1,snippy,4,10759.0,0.35973652534438944,0.4214089875618564
snippy_CP010226.1,snippy,4,9023.0,0.3016918550220677,0.3360304935134412
snippy_CP010170.1,snippy,4,9721.999999999998,0.3250635281530025,0.3603383710044135
samtools_NC_011993.1,samtools,4,12715.0,0.4251370870670055,0.4523037314430922
samtools_NC_022648.1,samtools,4,14553.0,0.4865922161294637,0.5282198742811288
samtools_CP010121.1,samtools,4,12883.0,0.4307543132272302,0.46457469573358295
samtools_NZ_LM995446.1,samtools,4,10381.0,0.3470977664838839,0.3731025143774241
samtools_NZ_LT632320.1,samtools,4,14502.999999999998,0.4849204226293968,0.5242159288484687
samtools_NZ_CP018109.1,samtools,4,11385.0,0.3806673799652267,0.4200966296643039
samtools_NC_017646.1,samtools,4,15002.0,0.5016049217600642,0.5439180152467568
samtools_CP018206.1,samtools,4,13367.0,0.4469372743078775,0.4876120101645045
samtools_NZ_CP011134.1,samtools,4,12407.0,0.4148388391065935,0.4554717801257189
samtools_NZ_CP008697.1,samtools,4,13392.0,0.4477731710579109,0.4929533903972181
samtools_CP010230.1,samtools,4,12004.0,0.40136418349605457,0.4312725692122509
samtools_NC_010498.1,samtools,4,13579.0,0.454025678748161,0.49200046810218
samtools_NZ_CP015228.1,samtools,4,13040.0,0.43600374481744014,0.4777567874816103
samtools_NZ_CP009859.1,samtools,4,14941.0,0.4995653336899826,0.5431071953992243
samtools_NZ_HG941718.1,samtools,4,14656.000000000002,0.4900361107396015,0.5269409522535776
samtools_CU928163.2,samtools,4,14327.0,0.4790357095091614,0.5140597833355623
samtools_NC_011742.1,samtools,4,15174.0,0.5073558914002942,0.5465928848468637
samtools_CP010171.1,samtools,4,12093.0,0.4043399759261736,0.4316821586197673
samtools_NC_007779.1,samtools,4,10590.0,0.3540858633141634,0.3802410726227096
samtools_NZ_CP016007.1,samtools,4,14067.000000000002,0.4703423833088137,0.5025160492176006
samtools_NZ_CP013483.1,samtools,4,10922.0,0.3651865721546075,0.4041895145111676
samtools_CP010116.1,samtools,4,12101.999999999998,0.4046408987561856,0.44415373813026615
samtools_CP010226.1,samtools,4,9770.000000000002,0.3266684499130668,0.35291560786411663
samtools_CP010170.1,samtools,4,10626.0,0.3552895546342116,0.3784438946101378
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,5,15882.0,0.6527475237351527,0.7742961653856728
snippy_NC_011993.1,snippy,5,9013.0,0.37043278122559703,0.4037647445645474
snippy_NC_022648.1,snippy,5,10803.000000000002,0.4440014795939337,0.4986560355102458
snippy_CP010121.1,snippy,5,10156.000000000002,0.4174098886194567,0.4625457235625309
snippy_NZ_LM995446.1,snippy,5,8055.000000000001,0.3310591426575151,0.3694463852698216
snippy_NZ_LT632320.1,snippy,5,10768.0,0.4425629854917595,0.4950145904401699
snippy_NZ_CP018109.1,snippy,5,8683.0,0.35686983683366896,0.4123135095146105
snippy_NC_017646.1,snippy,5,11317.999999999998,0.4651678928116394,0.5187374131766006
snippy_CP018206.1,snippy,5,9975.0,0.4099708191196416,0.4740783362788121
snippy_NZ_CP011134.1,snippy,5,9232.0,0.3794336443220583,0.43749126628580415
snippy_NZ_CP008697.1,snippy,5,10621.0,0.4365213102626279,0.4926061403148208
snippy_CP010230.1,snippy,5,9432.999999999998,0.3876947104516871,0.4257531544120621
snippy_NC_010498.1,snippy,5,10854.0,0.4460975709999589,0.4932555176523732
snippy_NZ_CP015228.1,snippy,5,9338.0,0.3837902264600715,0.4428260244132955
snippy_NZ_CP009859.1,snippy,5,11725.0,0.4818955242283507,0.5428383543627371
snippy_NZ_HG941718.1,snippy,5,10885.0,0.4473716657761703,0.4969298425876365
snippy_CU928163.2,snippy,5,10944.0,0.4497965558341211,0.5027166988615281
snippy_NC_011742.1,snippy,5,10931.0,0.4492622580247421,0.5011877851300771
snippy_CP010171.1,snippy,5,9757.0,0.401011055854671,0.43754880604989016
snippy_NC_007779.1,snippy,5,8235.000000000002,0.3384571123258395,0.3775101722082948
snippy_NZ_CP016007.1,snippy,5,10355.0,0.42558875508610416,0.4654391516994757
snippy_NZ_CP013483.1,snippy,5,8546.0,0.3512391599194443,0.402868768238051
snippy_CP010116.1,snippy,5,9244.0,0.37992684229994655,0.4388393407587019
snippy_CP010226.1,snippy,5,8202.999999999998,0.3371419177181373,0.3725535325305176
snippy_CP010170.1,snippy,5,8962.999999999998,0.3683777896510624,0.4022193909004953
samtools_NC_011993.1,samtools,5,9593.0,0.3942706834901977,0.4192100612387488
samtools_NC_022648.1,samtools,5,11733.0,0.4822243228802762,0.5183017549627985
samtools_CP010121.1,samtools,5,11015.999999999998,0.4527557437014508,0.4832024988697529
samtools_NZ_LM995446.1,samtools,5,8673.0,0.3564588385187621,0.3833463482799729
samtools_NZ_LT632320.1,samtools,5,11793.999999999998,0.4847314126012083,0.5160330442645139
samtools_NZ_CP018109.1,samtools,5,9635.0,0.3959968764128067,0.4323044675516813
samtools_NC_017646.1,samtools,5,12264.0,0.5040483334018331,0.5400353458550791
samtools_CP018206.1,samtools,5,11157.000000000002,0.4585508199416383,0.4949323907771906
samtools_NZ_CP011134.1,samtools,5,10287.000000000002,0.4227939665447372,0.457498664255475
samtools_NZ_CP008697.1,samtools,5,11565.0,0.4753195511898401,0.5128108174756442
samtools_CP010230.1,samtools,5,10145.999999999998,0.4169988903045497,0.4414779499404041
samtools_NC_010498.1,samtools,5,11725.0,0.4818955242283507,0.5138136533640157
samtools_NZ_CP015228.1,samtools,5,10608.0,0.43598701245324895,0.4683325798364206
samtools_NZ_CP009859.1,samtools,5,12937.000000000002,0.5317085199950681,0.5669064156836892
samtools_NZ_HG941718.1,samtools,5,11854.0,0.4871974024906498,0.5172578192429366
samtools_CU928163.2,samtools,5,11959.0,0.4915128847971723,0.5245407093830877
samtools_NC_011742.1,samtools,5,11996.0,0.4930335785623279,0.5250339073609773
samtools_CP010171.1,samtools,5,10362.0,0.425876453906539,0.4505527927335508
samtools_NC_007779.1,samtools,5,8869.0,0.3645144054909375,0.39177181373556536
samtools_NZ_CP016007.1,samtools,5,11029.0,0.4532900415108298,0.4840327154658639
samtools_NZ_CP013483.1,samtools,5,9325.0,0.3832559286506925,0.4189799021824029
samtools_CP010116.1,samtools,5,10235.999999999998,0.4206978751387119,0.4564054087378224
samtools_CP010226.1,samtools,5,9082.0,0.37326866959845467,0.397016152233776
samtools_CP010170.1,samtools,5,9613.0,0.3950926801200115,0.4166700916526242
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,6,25605.0,0.7277248827625409,0.8456207664250326
snippy_NC_011993.1,snippy,6,23462.0,0.6668182464118232,0.6864762446118091
snippy_NC_022648.1,snippy,6,24272.0,0.6898394202074748,0.7212969541944828
snippy_CP010121.1,snippy,6,24696.0,0.7018900099474208,0.7287196248401192
snippy_NZ_LM995446.1,snippy,6,23184.000000000004,0.6589171521955379,0.6815546397612524
snippy_NZ_LT632320.1,snippy,6,24274.0,0.6898962626119085,0.7196153663966532
snippy_NZ_CP018109.1,snippy,6,23680.0,0.6730140684950974,0.7044242338117385
snippy_NC_017646.1,snippy,6,26670.0,0.7579934631234901,0.7895078395149301
snippy_CP018206.1,snippy,6,25872.0,0.7353133437544408,0.7674624603287269
snippy_NZ_CP011134.1,snippy,6,24964.0,0.7095068921415376,0.7399696840509498
snippy_NZ_CP008697.1,snippy,6,25718.0,0.7309364786130453,0.762550329212243
snippy_CP010230.1,snippy,6,24082.0,0.6844393917862726,0.7056984510444719
snippy_NC_010498.1,snippy,6,24992.0,0.7103026858036094,0.7386528350149094
snippy_NZ_CP015228.1,snippy,6,24903.0,0.7077731988063095,0.7398323149069079
snippy_NZ_CP009859.1,snippy,6,25827.0,0.7340343896546824,0.7679029889630841
snippy_NZ_HG941718.1,snippy,6,24429.0,0.6943015489555208,0.7223532755435443
snippy_CU928163.2,snippy,6,25955.0,0.7376723035384397,0.7663066647719016
snippy_NC_011742.1,snippy,6,25317.000000000004,0.7195395765240871,0.7478660414002055
snippy_CP010171.1,snippy,6,23683.0,0.6730993321017479,0.6936857562408145
snippy_NC_007779.1,snippy,6,23344.0,0.6634645445502345,0.6864478234095869
snippy_NZ_CP016007.1,snippy,6,23823.0,0.6770783004121075,0.7010894794183072
snippy_NZ_CP013483.1,snippy,6,23862.0,0.6781867272985648,0.7068779309364633
snippy_CP010116.1,snippy,6,24576.0,0.6984794656813983,0.7294727866988654
snippy_CP010226.1,snippy,6,22563.0,0.6412675856188716,0.6607645303396285
snippy_CP010170.1,snippy,6,23594.0,0.670569845104448,0.6895836293875152
samtools_NC_011993.1,samtools,6,23976.0,0.681426744351286,0.6959926104874207
samtools_NC_022648.1,samtools,6,25139.0,0.714480602529487,0.7342759698735147
samtools_CP010121.1,samtools,6,25364.0,0.7208753730282791,0.7387238880204543
samtools_NZ_LM995446.1,samtools,6,23712.0,0.6739235469660366,0.689332575434602
samtools_NZ_LT632320.1,samtools,6,25219.0,0.7167542987068353,0.7336033347543838
samtools_NZ_CP018109.1,samtools,6,24476.0,0.6956373454597129,0.7161527165932317
samtools_NC_017646.1,samtools,6,27555.0,0.7831462270854057,0.8025626450665441
samtools_CP018206.1,samtools,6,26786.0,0.7612903225806451,0.7798209464260248
samtools_NZ_CP011134.1,samtools,6,25745.0,0.7317038510729004,0.7504428970678657
samtools_NZ_CP008697.1,samtools,6,26545.0,0.7544408128463834,0.7751267111932045
samtools_CP010230.1,samtools,6,24657.0,0.7007815830609635,0.7142863909810001
samtools_NC_010498.1,samtools,6,25867.0,0.7351712377433566,0.7524181706219445
samtools_NZ_CP015228.1,samtools,6,25869.0,0.7352280801477903,0.7533892283643498
samtools_NZ_CP009859.1,samtools,6,26894.0,0.7643598124200653,0.7829851736061657
samtools_NZ_HG941718.1,samtools,6,25304.0,0.7191701008952679,0.7357917673250822
samtools_CU928163.2,samtools,6,26814.0,0.762086116242717,0.7785751503955171
samtools_NC_011742.1,samtools,6,26215.0,0.7450618161148217,0.7625976978826119
samtools_CP010171.1,samtools,6,24209.0,0.6880488844678129,0.701743167069294
samtools_NC_007779.1,samtools,6,23891.0,0.6790109421628535,0.6944010231632743
samtools_NZ_CP016007.1,samtools,6,24478.0,0.6956941878641466,0.7124674340391222
samtools_NZ_CP013483.1,samtools,6,24544.0,0.6975699872104589,0.7162095589976681
samtools_CP010116.1,samtools,6,25336.0,0.7200795793662071,0.7391359954526007
samtools_CP010226.1,samtools,6,23050.0,0.6551087110984795,0.6696603666335033
samtools_CP010170.1,samtools,6,24138.0,0.6860309791104163,0.6984368338780671
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,7,19580.0,0.7373376012050461,0.8347472899910929
snippy_NC_011993.1,snippy,7,16605.0,0.6253059687441159,0.6455335287946833
snippy_NC_022648.1,snippy,7,17849.0,0.6721521370739973,0.7041880732711022
snippy_CP010121.1,snippy,7,18863.0,0.7103370363396724,0.7384996099739058
snippy_NZ_LM995446.1,snippy,7,16877.0,0.6355488608548296,0.6572127928557966
snippy_NZ_LT632320.1,snippy,7,17803.0,0.6704198832611561,0.7027624606611586
snippy_NZ_CP018109.1,snippy,7,17401.0,0.6552814912445867,0.6876294483148161
snippy_NC_017646.1,snippy,7,19933.0,0.7506307663340237,0.7833983376818917
snippy_CP018206.1,snippy,7,19695.0,0.7416682357371494,0.7735266428167871
snippy_NZ_CP011134.1,snippy,7,18294.0,0.6889098098286575,0.7214944723888388
snippy_NZ_CP008697.1,snippy,7,20937.0,0.7884390886838637,0.8192054227075717
snippy_CP010230.1,snippy,7,17501.0,0.6590472604029373,0.6817010517255276
snippy_NC_010498.1,snippy,7,19855.0,0.7476934663905103,0.7755009817898058
snippy_NZ_CP015228.1,snippy,7,18426.0,0.6938806251176803,0.7277564085321523
snippy_NZ_CP009859.1,snippy,7,21224.0,0.7992468461683299,0.8327890900287668
snippy_NZ_HG941718.1,snippy,7,17996.0,0.6776878177367728,0.707792452322668
snippy_CU928163.2,snippy,7,20006.0,0.7533797778196196,0.7829841030744806
snippy_NC_011742.1,snippy,7,17878.0,0.6732442101299191,0.7024665787987082
snippy_CP010171.1,snippy,7,17170.0,0.6465825644887968,0.6667993651989121
snippy_NC_007779.1,snippy,7,16944.0,0.6380719261909245,0.6597197191812118
snippy_NZ_CP016007.1,snippy,7,16945.0,0.6381095838825079,0.6621674691341393
snippy_NZ_CP013483.1,snippy,7,16982.0,0.6395029184710977,0.6681658014363733
snippy_CP010116.1,snippy,7,18797.0,0.7078516286951609,0.7374398149393387
snippy_CP010226.1,snippy,7,16673.0,0.6278666917717944,0.648675256206795
snippy_CP010170.1,snippy,7,17004.0,0.6403313876859349,0.6582994862414931
samtools_NC_011993.1,samtools,7,17017.0,0.6408209376765204,0.6536622105064933
samtools_NC_022648.1,samtools,7,18607.0,0.7006966672942948,0.7183258466255927
samtools_CP010121.1,samtools,7,19436.0,0.7319148936170212,0.7489738279043481
samtools_NZ_LM995446.1,samtools,7,17337.0,0.6528713989832423,0.667106006401804
samtools_NZ_LT632320.1,samtools,7,18721.0,0.7049896441348146,0.7196492455012444
samtools_NZ_CP018109.1,samtools,7,18119.0,0.682319713801544,0.7013476073916625
samtools_NC_017646.1,samtools,7,20689.0,0.7790999811711542,0.7956855044785652
samtools_CP018206.1,samtools,7,20388.0,0.767765016004519,0.7857008365387148
samtools_NZ_CP011134.1,samtools,7,19049.0,0.7173413669742045,0.7350727600398026
samtools_NZ_CP008697.1,samtools,7,21577.0,0.8125400112973075,0.8308255103961991
samtools_CP010230.1,samtools,7,18020.0,0.6785916023347769,0.6926271619549705
samtools_NC_010498.1,samtools,7,20522.0,0.7728111466767087,0.7888533232912722
samtools_NZ_CP015228.1,samtools,7,19256.0,0.7251365091319902,0.7439007988810253
samtools_NZ_CP009859.1,samtools,7,22007.0,0.828732818678215,0.8461199128493292
samtools_NZ_HG941718.1,samtools,7,18827.0,0.7089813594426662,0.7232482448825805
samtools_CU928163.2,samtools,7,20738.0,0.780945208058746,0.7957877182128696
samtools_NC_011742.1,samtools,7,18603.0,0.7005460365279609,0.7164375823761904
samtools_CP010171.1,samtools,7,17689.0,0.6661269064206364,0.6782526831105246
samtools_NC_007779.1,samtools,7,17407.0,0.6555074373940878,0.6696990074508393
samtools_NZ_CP016007.1,samtools,7,17366.0,0.6539634720391639,0.6713451865400604
samtools_NZ_CP013483.1,samtools,7,17564.0,0.6614196949726981,0.6793393764962206
samtools_CP010116.1,samtools,7,19350.0,0.7286763321408398,0.7473007504639937
samtools_CP010226.1,samtools,7,17161.0,0.6462436452645453,0.6583748016246597
samtools_CP010170.1,samtools,7,17430.0,0.6563735643005084,0.6681066250638821
pandora_illumina_withdenovo_global_genotyping,pandora with denovo,8,17862.0,0.7645422248855027,0.8318655566494029
snippy_NC_011993.1,snippy,8,15460.0,0.6617300860334717,0.6790919402473997
snippy_NC_022648.1,snippy,8,16921.0,0.7242648632453024,0.7548099559131961
snippy_CP010121.1,snippy,8,16371.0,0.700723366006078,0.7232108462098189
snippy_NZ_LM995446.1,snippy,8,15355.0,0.6572358001968925,0.6761760047939049
snippy_NZ_LT632320.1,snippy,8,16902.0,0.7234516115224928,0.7540716089543295
snippy_NZ_CP018109.1,snippy,8,17032.0,0.7290159654154004,0.7568056328382485
snippy_NC_017646.1,snippy,8,17169.0,0.7348799383640799,0.7667091126995677
snippy_CP018206.1,snippy,8,17658.0,0.7558104695458631,0.7863769635748834
snippy_NZ_CP011134.1,snippy,8,17585.0,0.7526858708213843,0.7816954158284467
snippy_NZ_CP008697.1,snippy,8,18752.0,0.8026366476907931,0.8290512776612593
snippy_CP010230.1,snippy,8,16797.0,0.7189573256859136,0.7385663228181313
snippy_NC_010498.1,snippy,8,17712.0,0.7581218165475324,0.7797478919659291
snippy_NZ_CP015228.1,snippy,8,17800.0,0.7618884561058084,0.79395839575397
snippy_NZ_CP009859.1,snippy,8,18608.0,0.7964730556863416,0.8280454136883105
snippy_NZ_HG941718.1,snippy,8,17023.0,0.7286307409151223,0.7558639729486796
snippy_CU928163.2,snippy,8,17305.0,0.7407011085905063,0.7707111672302358
